ReceiptNo	Replen_Balance_Order	Cust_Sys_No	Allocated_Part	EDI_Order_Type	ShipFromCode	ShipToCode	Country	Quantity	PutAwayDate	InventoryDate	FY	Quarter	Month	Week	OrderType	Count_PO
CS-DIRSEL-RC0034517	5003950855	5003950855	JHVY6	REPLEN-IN	CHSIN4	DIRSEL	KR	1	2024-07-08 09:31:45	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034518	5004059914	P01-95452314086	J5RTR	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004059915	P02-95452314086	TNW0H	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062666	P01-95452116680	8WW77	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062685	P01-95452116234	8WW77	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062686	P01-95452115981	8WW77	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062687	P01-95452116125	8WW77	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062688	P01-95452268334	8WW77	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004062818	P01-95452316020	P8MXW	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004064671	P01-95452317382	PXH98	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004091077	P01-95452342922	3RWD8	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004091078	P01-95452342950	HT5F6	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004093239	P01-95452343157	VJYJ1	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004093678	P01-95452343743	1HH9M	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004094296	P01-95452344332	RNMK1	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004094297	P02-95452344332	JK0TP	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004096634	P01-95452346352	NG7N9	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004096635	P02-95452346352	GR86K	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004097637	P01-95452346678	6NRX4	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004097976	P01-95452348139	MN3NW	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004098554	P01-95452349294	T9D8M	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034518	5004098605	P01-95452348809	YM3YC	PNAC-IN	CSK	DIRSEL	KR	1	2024-07-08 10:28:22	2024-07-08	FY25	Q2	07	WK23	P1	1
CS-DIRSEL-RC0034519	5004042270	5004042270	6J65H	REPLEN-IN	CHSIN4	DIRSEL	KR	1	2024-07-08 10:27:36	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034519	5004043218	5004043218	C46PD	REPLEN-IN	CHSIN4	DIRSEL	KR	1	2024-07-08 10:27:36	2024-07-08	FY25	Q2	07	WK23	P3	1
CS-DIRSEL-RC0034519	5004043423	5004043423	DYMD0	REPLEN-IN	CHSIN4	DIRSEL	KR	1	2024-07-08 10:27:36	2024-07-08	FY25	Q2	07	WK23	P3	1
